code;problem_1;problem_2;problem_3;problem_4;problems
;;;;;___
P0107 ;Manifold Absolute Pressure/Barometric Pressure Circuit Low Input;;;;Manifold Absolute Pressure/Barometric Pressure Circuit Low Input___
;;;;;___
P0108 ;Manifold Absolute Pressure/Barometric Pressure Circuit High Input;;;;Manifold Absolute Pressure/Barometric Pressure Circuit High Input___
;;;;;___
P0109 ;Manifold Absolute Pressure/Barometric Pressure Circuit Intermittent;;;;Manifold Absolute Pressure/Barometric Pressure Circuit Intermittent___
;;;;;___
P010A ;"Mass or Volume Air Flow ""B"" Circuit";;;;"Mass or Volume Air Flow ""B"" Circuit___"
;;;;;___
P010B ;"Mass or Volume Air Flow ""B"" Circuit Range/Performance";;;;"Mass or Volume Air Flow ""B"" Circuit Range/Performance___"
;;;;;___
P010C ;"Mass or Volume Air Flow ""B"" Circuit Low";;;;"Mass or Volume Air Flow ""B"" Circuit Low___"
;;;;;___
P010D ;"Mass or Volume Air Flow ""B"" Circuit High";;;;"Mass or Volume Air Flow ""B"" Circuit High___"
;;;;;___
P010E ;"Mass or Volume Air Flow ""B"" Circuit Intermittent/Erratic";;;;"Mass or Volume Air Flow ""B"" Circuit Intermittent/Erratic___"
;;;;;___
P010F ;Mass or Volume Air Flow Sensor A/B Correlation;;;;Mass or Volume Air Flow Sensor A/B Correlation___
;;;;;___
P0110 ;Intake Air Temperature Circuit Malfunction Bank 1;;;;Intake Air Temperature Circuit Malfunction Bank 1___
;;;;;___
P0111 ;Intake Air Temperature Circuit Range/Performance Problem Bank 1;;;;Intake Air Temperature Circuit Range/Performance Problem Bank 1___
;;;;;___
P0112 ;Intake Air Temperature Circuit Low Input Bank 1;;;;Intake Air Temperature Circuit Low Input Bank 1___
;;;;;___
P0113 ;Intake Air Temperature Circuit High Input Bank 1;;;;Intake Air Temperature Circuit High Input Bank 1___
;;;;;___
P0114 ;Intake Air Temperature Circuit Intermittent Bank 1;;;;Intake Air Temperature Circuit Intermittent Bank 1___
;;;;;___
P0115 ;Engine Coolant Temperature Sensor Circuit 1 Malfunction;;;;Engine Coolant Temperature Sensor Circuit 1 Malfunction___
;;;;;___
P0116 ;Engine Coolant Temperature Sensor Circuit 1 Range/Performance Problem;;;;Engine Coolant Temperature Sensor Circuit 1 Range/Performance Problem___
;;;;;___
P0117 ;Engine Coolant Temperature Sensor Circuit 1 Low Input;;;;Engine Coolant Temperature Sensor Circuit 1 Low Input___
;;;;;___
P0118 ;Engine Coolant Temperature Sensor Circuit 1 High Input;;;;Engine Coolant Temperature Sensor Circuit 1 High Input___
;;;;;___
P0119 ;Engine Coolant Temperature Sensor Circuit 1 Intermittent;;;;Engine Coolant Temperature Sensor Circuit 1 Intermittent___
;;;;;___
P011A ;Engine Coolant Temperature Sensor 1/2 Correlation;;;;Engine Coolant Temperature Sensor 1/2 Correlation___
;;;;;___
P011B ;Engine Coolant Temperature/Intake Air Temperature Correlation;;;;Engine Coolant Temperature/Intake Air Temperature Correlation___
;;;;;___
P011C ;Charge Air Temperature/Intake Air Temperature Correlation Bank 1;;;;Charge Air Temperature/Intake Air Temperature Correlation Bank 1___
;;;;;___
P011D ;Charge Air Temperature/Intake Air Temperature Correlation Bank 2;;;;Charge Air Temperature/Intake Air Temperature Correlation Bank 2___
;;;;;___
P011E ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P011F ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P0120 ;Throttle Position Sensor/Switch A Circuit Malfunction;;;;Throttle Position Sensor/Switch A Circuit Malfunction___
;;;;;___
P0121 ;Throttle Position Sensor/Switch A Circuit Range/Performance Problem;;;;Throttle Position Sensor/Switch A Circuit Range/Performance Problem___
;;;;;___
P0122 ;Throttle Position Sensor/Switch A Circuit Low Input;;;;Throttle Position Sensor/Switch A Circuit Low Input___
;;;;;___
P0123 ;Throttle Position Sensor/Switch A Circuit High Input;;;;Throttle Position Sensor/Switch A Circuit High Input___
;;;;;___
P0124 ;Throttle Position Sensor/Switch A Circuit Intermittent;;;;Throttle Position Sensor/Switch A Circuit Intermittent___
;;;;;___
P0125 ;Insufficient Coolant Temperature for Closed Loop Fuel Control;;;;Insufficient Coolant Temperature for Closed Loop Fuel Control___
;;;;;___
P0126 ;Insufficient Coolant Temperature for Stable Operation;;;;Insufficient Coolant Temperature for Stable Operation___
;;;;;___
P0127 ;Intake Air Temperature Too High;;;;Intake Air Temperature Too High___
;;;;;___
P0128 ;Coolant Thermostat (Coolant Temperature Below Thermostat Regulating Temperature);;;;Coolant Thermostat (Coolant Temperature Below Thermostat Regulating Temperature)___
;;;;;___
P0129 ;Barometric Pressure Too Low;;;;Barometric Pressure Too Low___
;;;;;___
P012A ;Turbocharger/Supercharger Inlet Pressure Sensor Circuit (Downstream of throttle valve);;;;Turbocharger/Supercharger Inlet Pressure Sensor Circuit (Downstream of throttle valve)___
;;;;;___
P012B ;Turbocharger/Supercharger Inlet Pressure Sensor Circuit Range/Performance (Downstream of throttle valve);;;;Turbocharger/Supercharger Inlet Pressure Sensor Circuit Range/Performance (Downstream of throttle valve)___
;;;;;___
P012C ;Turbocharger/Supercharger Inlet Pressure Sensor Circuit Low (Downstream of throttle valve);;;;Turbocharger/Supercharger Inlet Pressure Sensor Circuit Low (Downstream of throttle valve)___
;;;;;___
P012D ;Turbocharger/Supercharger Inlet Pressure Sensor Circuit High (Downstream of throttle valve);;;;Turbocharger/Supercharger Inlet Pressure Sensor Circuit High (Downstream of throttle valve)___
;;;;;___
P012E ;Turbocharger/Supercharger Inlet Pressure Sensor Circuit Intermittent/Erratic (Downstream of throttle valve);;;;Turbocharger/Supercharger Inlet Pressure Sensor Circuit Intermittent/Erratic (Downstream of throttle valve)___
;;;;;___
P012F ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P0130 ;O2 Sensor Circuit Malfunction (Bank 1 Sensor 1);;;;O2 Sensor Circuit Malfunction (Bank 1 Sensor 1)___
;;;;;___
P0131 ;O2 Sensor Circuit Low Voltage (Bank 1 Sensor 1);;;;O2 Sensor Circuit Low Voltage (Bank 1 Sensor 1)___
;;;;;___
P0132 ;O2 Sensor Circuit High Voltage (Bank 1 Sensor 1);;;;O2 Sensor Circuit High Voltage (Bank 1 Sensor 1)___
;;;;;___
P0133 ;O2 Sensor Circuit Slow Response (Bank 1 Sensor 1);;;;O2 Sensor Circuit Slow Response (Bank 1 Sensor 1)___
;;;;;___
P0134 ;O2 Sensor Circuit No Activity Detected (Bank 1 Sensor 1);;;;O2 Sensor Circuit No Activity Detected (Bank 1 Sensor 1)___
;;;;;___
P0135 ;O2 Sensor Heater Circuit Malfunction (Bank 1 Sensor 1);;;;O2 Sensor Heater Circuit Malfunction (Bank 1 Sensor 1)___
;;;;;___
P0136 ;O2 Sensor Circuit Malfunction (Bank 1 Sensor 2);;;;O2 Sensor Circuit Malfunction (Bank 1 Sensor 2)___
;;;;;___
P0137 ;O2 Sensor Circuit Low Voltage (Bank 1 Sensor 2);;;;O2 Sensor Circuit Low Voltage (Bank 1 Sensor 2)___
;;;;;___
P0138 ;O2 Sensor Circuit High Voltage (Bank 1 Sensor 2);;;;O2 Sensor Circuit High Voltage (Bank 1 Sensor 2)___
;;;;;___
P0139 ;O2 Sensor Circuit Slow Response (Bank 1 Sensor 2);;;;O2 Sensor Circuit Slow Response (Bank 1 Sensor 2)___
;;;;;___
P013A ;O2 Sensor Slow Response ;Rich to Lean (Bank 1 Sensor 2);;;O2 Sensor Slow Response _Rich to Lean (Bank 1 Sensor 2)__
;;;;;___
P013B ;O2 Sensor Slow Response ;Lean to Rich (Bank 1 Sensor 2);;;O2 Sensor Slow Response _Lean to Rich (Bank 1 Sensor 2)__
;;;;;___
P013C ;O2 Sensor Slow Response ;Rich to Lean (Bank 2 Sensor 2);;;O2 Sensor Slow Response _Rich to Lean (Bank 2 Sensor 2)__
;;;;;___
P013D ;O2 Sensor Slow Response ;Lean to Rich (Bank 2 Sensor 2);;;O2 Sensor Slow Response _Lean to Rich (Bank 2 Sensor 2)__
;;;;;___
P013E ;O2 Sensor Delayed Response ;Rich to Lean (Bank 1 Sensor 2);;;O2 Sensor Delayed Response _Rich to Lean (Bank 1 Sensor 2)__
;;;;;___
P013F ;O2 Sensor Delayed Response ;Lean to Rich (Bank 1 Sensor 2);;;O2 Sensor Delayed Response _Lean to Rich (Bank 1 Sensor 2)__
;;;;;___
P0140 ;O2 Sensor Circuit No Activity Detected (Bank 1 Sensor 2);;;;O2 Sensor Circuit No Activity Detected (Bank 1 Sensor 2)___
;;;;;___
P0141 ;O2 Sensor Heater Circuit Malfunction (Bank 1 Sensor 2);;;;O2 Sensor Heater Circuit Malfunction (Bank 1 Sensor 2)___
;;;;;___
P0142 ;O2 Sensor Circuit Malfunction (Bank 1 Sensor 3);;;;O2 Sensor Circuit Malfunction (Bank 1 Sensor 3)___
;;;;;___
P0143 ;O2 Sensor Circuit Low Voltage (Bank 1 Sensor 3);;;;O2 Sensor Circuit Low Voltage (Bank 1 Sensor 3)___
;;;;;___
P0144 ;O2 Sensor Circuit High Voltage (Bank 1 Sensor 3);;;;O2 Sensor Circuit High Voltage (Bank 1 Sensor 3)___
;;;;;___
P0145 ;O2 Sensor Circuit Slow Response (Bank 1 Sensor 3);;;;O2 Sensor Circuit Slow Response (Bank 1 Sensor 3)___
;;;;;___
P0146 ;O2 Sensor Circuit No Activity Detected (Bank 1 Sensor 3);;;;O2 Sensor Circuit No Activity Detected (Bank 1 Sensor 3)___
;;;;;___
P0147 ;O2 Sensor Heater Circuit Malfunction (Bank 1 Sensor 3);;;;O2 Sensor Heater Circuit Malfunction (Bank 1 Sensor 3)___
;;;;;___
P0148 ;Fuel Delivery Error;;;;Fuel Delivery Error___
;;;;;___
P0149 ;Fuel Timing Error;;;;Fuel Timing Error___
;;;;;___
P014A ;O2 Sensor Delayed Response ;Rich to Lean (Bank 2 Sensor 2);;;O2 Sensor Delayed Response _Rich to Lean (Bank 2 Sensor 2)__
;;;;;___
P014B ;O2 Sensor Delayed Response ;Lean to Rich (Bank 2 Sensor 2);;;O2 Sensor Delayed Response _Lean to Rich (Bank 2 Sensor 2)__
;;;;;___
P014C ;O2 Sensor Slow Response ;Rich to Lean (Bank 1 Sensor 1);;;O2 Sensor Slow Response _Rich to Lean (Bank 1 Sensor 1)__
;;;;;___
P014D ;O2 Sensor Slow Response ;Lean to Rich (Bank 1 Sensor 1);;;O2 Sensor Slow Response _Lean to Rich (Bank 1 Sensor 1)__
;;;;;___
P014E ;O2 Sensor Slow Response ;Rich to Lean (Bank 2 Sensor 1);;;O2 Sensor Slow Response _Rich to Lean (Bank 2 Sensor 1)__
;;;;;___
P014F ;O2 Sensor Slow Response ;Lean to Rich (Bank 2 Sensor 1);;;O2 Sensor Slow Response _Lean to Rich (Bank 2 Sensor 1)__
;;;;;___
P0150 ;O2 Sensor Circuit Malfunction (Bank 2 Sensor 1);;;;O2 Sensor Circuit Malfunction (Bank 2 Sensor 1)___
;;;;;___
P0151 ;O2 Sensor Circuit Low Voltage (Bank 2 Sensor 1);;;;O2 Sensor Circuit Low Voltage (Bank 2 Sensor 1)___
;;;;;___
P0152 ;O2 Sensor Circuit High Voltage (Bank 2 Sensor 1);;;;O2 Sensor Circuit High Voltage (Bank 2 Sensor 1)___
;;;;;___
P0153 ;O2 Sensor Circuit Slow Response (Bank 2 Sensor 1);;;;O2 Sensor Circuit Slow Response (Bank 2 Sensor 1)___
;;;;;___
P0154 ;O2 Sensor Circuit No Activity Detected (Bank 2 Sensor 1);;;;O2 Sensor Circuit No Activity Detected (Bank 2 Sensor 1)___
;;;;;___
P0155 ;O2 Sensor Heater Circuit Malfunction (Bank 2 Sensor 1);;;;O2 Sensor Heater Circuit Malfunction (Bank 2 Sensor 1)___
;;;;;___
P0156 ;O2 Sensor Circuit Malfunction (Bank 2 Sensor 2);;;;O2 Sensor Circuit Malfunction (Bank 2 Sensor 2)___
;;;;;___
P0157 ;O2 Sensor Circuit Low Voltage (Bank 2 Sensor 2);;;;O2 Sensor Circuit Low Voltage (Bank 2 Sensor 2)___
;;;;;___
P0158 ;O2 Sensor Circuit High Voltage (Bank 2 Sensor 2);;;;O2 Sensor Circuit High Voltage (Bank 2 Sensor 2)___
;;;;;___
P0159 ;O2 Sensor Circuit Slow Response (Bank 2 Sensor 2);;;;O2 Sensor Circuit Slow Response (Bank 2 Sensor 2)___
;;;;;___
P015A ;O2 Sensor Delayed Response ;Rich to Lean (Bank 1 Sensor 1);;;O2 Sensor Delayed Response _Rich to Lean (Bank 1 Sensor 1)__
;;;;;___
P015B ;O2 Sensor Delayed Response ;Lean to Rich (Bank 1 Sensor 1);;;O2 Sensor Delayed Response _Lean to Rich (Bank 1 Sensor 1)__
;;;;;___
P015C ;O2 Sensor Delayed Response ;Rich to Lean (Bank 2 Sensor 1);;;O2 Sensor Delayed Response _Rich to Lean (Bank 2 Sensor 1)__
;;;;;___
P015D ;O2 Sensor Delayed Response ;Lean to Rich (Bank 2 Sensor 1);;;O2 Sensor Delayed Response _Lean to Rich (Bank 2 Sensor 1)__
;;;;;___
P015E ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P015F ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P0160 ;O2 Sensor Circuit No Activity Detected (Bank 2 Sensor 2);;;;O2 Sensor Circuit No Activity Detected (Bank 2 Sensor 2)___
;;;;;___
P0161 ;O2 Sensor Heater Circuit Malfunction (Bank 2 Sensor 2);;;;O2 Sensor Heater Circuit Malfunction (Bank 2 Sensor 2)___
;;;;;___
P0162 ;O2 Sensor Circuit Malfunction (Bank 2 Sensor 3);;;;O2 Sensor Circuit Malfunction (Bank 2 Sensor 3)___
;;;;;___
P0163 ;O2 Sensor Circuit Low Voltage (Bank 2 Sensor 3);;;;O2 Sensor Circuit Low Voltage (Bank 2 Sensor 3)___
;;;;;___
P0164 ;O2 Sensor Circuit High Voltage (Bank 2 Sensor 3);;;;O2 Sensor Circuit High Voltage (Bank 2 Sensor 3)___
;;;;;___
P0165 ;O2 Sensor Circuit Slow Response (Bank 2 Sensor 3);;;;O2 Sensor Circuit Slow Response (Bank 2 Sensor 3)___
;;;;;___
P0166 ;O2 Sensor Circuit No Activity Detected (Bank 2 Sensor 3);;;;O2 Sensor Circuit No Activity Detected (Bank 2 Sensor 3)___
;;;;;___
P0167 ;O2 Sensor Heater Circuit Malfunction (Bank 2 Sensor 3);;;;O2 Sensor Heater Circuit Malfunction (Bank 2 Sensor 3)___
;;;;;___
P0168 ;Fuel Temperature Too High;;;;Fuel Temperature Too High___
;;;;;___
P0169 ;Incorrect Fuel Composition;;;;Incorrect Fuel Composition___
;;;;;___
P016A ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P016B ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P016C ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P016D ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P016E ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P016F ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P0170 ;Fuel Trim Malfunction (Bank 1);;;;Fuel Trim Malfunction (Bank 1)___
;;;;;___
P0171 ;System too Lean (Bank 1);;;;System too Lean (Bank 1)___
;;;;;___
P0172 ;System too Rich (Bank 1);;;;System too Rich (Bank 1)___
;;;;;___
P0173 ;Fuel Trim Malfunction (Bank 2);;;;Fuel Trim Malfunction (Bank 2)___
;;;;;___
P0174 ;System too Lean (Bank 2);;;;System too Lean (Bank 2)___
;;;;;___
P0175 ;System too Rich (Bank 2);;;;System too Rich (Bank 2)___
;;;;;___
P0176 ;Fuel Composition Sensor Circuit Malfunction;;;;Fuel Composition Sensor Circuit Malfunction___
;;;;;___
P0177 ;Fuel Composition Sensor Circuit Range/Performance;;;;Fuel Composition Sensor Circuit Range/Performance___
;;;;;___
P0178 ;Fuel Composition Sensor Circuit Low Input;;;;Fuel Composition Sensor Circuit Low Input___
;;;;;___
P0179 ;Fuel Composition Sensor Circuit High Input;;;;Fuel Composition Sensor Circuit High Input___
;;;;;___
P017A ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P017B ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P017C ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P017D ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P017E ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P017F ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P0180 ;Fuel Temperature Sensor A Circuit Malfunction;;;;Fuel Temperature Sensor A Circuit Malfunction___
;;;;;___
P0181 ;Fuel Temperature Sensor A Circuit Range/Performance;;;;Fuel Temperature Sensor A Circuit Range/Performance___
;;;;;___
P0182 ;Fuel Temperature Sensor A Circuit Low Input;;;;Fuel Temperature Sensor A Circuit Low Input___
;;;;;___
P0183 ;Fuel Temperature Sensor A Circuit High Input;;;;Fuel Temperature Sensor A Circuit High Input___
;;;;;___
P0184 ;Fuel Temperature Sensor A Circuit Intermittent;;;;Fuel Temperature Sensor A Circuit Intermittent___
;;;;;___
P0185 ;Fuel Temperature Sensor B Circuit Malfunction;;;;Fuel Temperature Sensor B Circuit Malfunction___
;;;;;___
P0186 ;Fuel Temperature Sensor B Circuit Range/Performance;;;;Fuel Temperature Sensor B Circuit Range/Performance___
;;;;;___
P0187 ;Fuel Temperature Sensor B Circuit Low Input;;;;Fuel Temperature Sensor B Circuit Low Input___
;;;;;___
P0188 ;Fuel Temperature Sensor B Circuit High Input;;;;Fuel Temperature Sensor B Circuit High Input___
;;;;;___
P0189 ;Fuel Temperature Sensor B Circuit Intermittent;;;;Fuel Temperature Sensor B Circuit Intermittent___
;;;;;___
P018A ;"Fuel Pressure Sensor ""B"" Circuit";;;;"Fuel Pressure Sensor ""B"" Circuit___"
;;;;;___
P018B ;"Fuel Pressure Sensor ""B"" Circuit Range/Performance";;;;"Fuel Pressure Sensor ""B"" Circuit Range/Performance___"
;;;;;___
P018C ;"Fuel Pressure Sensor ""B"" Circuit Low";;;;"Fuel Pressure Sensor ""B"" Circuit Low___"
;;;;;___
P018D ;"Fuel Pressure Sensor ""B"" Circuit High";;;;"Fuel Pressure Sensor ""B"" Circuit High___"
;;;;;___
P018E ;"Fuel Pressure Sensor ""B"" Circuit Intermittent/Erratic";;;;"Fuel Pressure Sensor ""B"" Circuit Intermittent/Erratic___"
;;;;;___
P018F ;Fuel System Over Pressure Relief Valve Frequent Activation;;;;Fuel System Over Pressure Relief Valve Frequent Activation___
;;;;;___
P0190 ;Fuel Rail Pressure Sensor A Circuit;;;;Fuel Rail Pressure Sensor A Circuit___
;;;;;___
P0191 ;Fuel Rail Pressure Sensor A Circuit Range/Performance;;;;Fuel Rail Pressure Sensor A Circuit Range/Performance___
;;;;;___
P0192 ;Fuel Rail Pressure Sensor A Circuit Low Input;;;;Fuel Rail Pressure Sensor A Circuit Low Input___
;;;;;___
P0193 ;Fuel Rail Pressure Sensor A Circuit High Input;;;;Fuel Rail Pressure Sensor A Circuit High Input___
;;;;;___
P0194 ;Fuel Rail Pressure Sensor A Circuit Intermittent;;;;Fuel Rail Pressure Sensor A Circuit Intermittent___
;;;;;___
P0195 ;Engine Oil Temperature Sensor Malfunction;;;;Engine Oil Temperature Sensor Malfunction___
;;;;;___
P0196 ;Engine Oil Temperature Sensor Range/Performance;;;;Engine Oil Temperature Sensor Range/Performance___
;;;;;___
P0197 ;Engine Oil Temperature Sensor Low;;;;Engine Oil Temperature Sensor Low___
;;;;;___
P0198 ;Engine Oil Temperature Sensor High;;;;Engine Oil Temperature Sensor High___
;;;;;___
P0199 ;Engine Oil Temperature Sensor Intermittent;;;;Engine Oil Temperature Sensor Intermittent___
;;;;;___
P019A ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
;;;;;___
P01FF ;ISO/SAE Reserved;;;;ISO/SAE Reserved___
P0200 through P0299;;;;;___
;;;;;___
P0200 ;Injector Circuit Malfunction;;;;Injector Circuit Malfunction___
;;;;;___
P0201 ;Injector Circuit Malfunction ;Cylinder 1;;;Injector Circuit Malfunction _Cylinder 1__
;;;;;___
P0202 ;Injector Circuit Malfunction ;Cylinder 2;;;Injector Circuit Malfunction _Cylinder 2__
;;;;;___
P0203 ;Injector Circuit Malfunction ;Cylinder 3;;;Injector Circuit Malfunction _Cylinder 3__
;;;;;___
P0204 ;Injector Circuit Malfunction ;Cylinder 4;;;Injector Circuit Malfunction _Cylinder 4__
;;;;;___
P0205 ;Injector Circuit Malfunction ;Cylinder 5;;;Injector Circuit Malfunction _Cylinder 5__
;;;;;___
P0206 ;Injector Circuit Malfunction ;Cylinder 6;;;Injector Circuit Malfunction _Cylinder 6__
;;;;;___
P0207 ;Injector Circuit Malfunction ;Cylinder 7;;;Injector Circuit Malfunction _Cylinder 7__
;;;;;___
P0208 ;Injector Circuit Malfunction ;Cylinder 8;;;Injector Circuit Malfunction _Cylinder 8__
;;;;;___
P0209 ;Injector Circuit Malfunction ;Cylinder 9;;;Injector Circuit Malfunction _Cylinder 9__
;;;;;___
P020A ;Cylinder 1 Injection Timing;;;;Cylinder 1 Injection Timing___
;;;;;___
P020B ;Cylinder 2 Injection Timing;;;;Cylinder 2 Injection Timing___
;;;;;___
P020C ;Cylinder 3 Injection Timing;;;;Cylinder 3 Injection Timing___
;;;;;___
P020D ;Cylinder 4 Injection Timing;;;;Cylinder 4 Injection Timing___
;;;;;___
P020E ;Cylinder 5 Injection Timing;;;;Cylinder 5 Injection Timing___
;;;;;___
P020F ;Cylinder 6 Injection Timing;;;;Cylinder 6 Injection Timing___
